row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
2169,39,C,3051,4685,755,16338,927,14,3
2170,42,B,7881,24717,1085,28018,1644,19,
2171,41,E,6624,351,1527,38093,1795,20,5
2172,47,D,2229,5679,541,31087,1758,13,1
2173,42,B,5016,7057,1149,27997,2038,18,3
2174,39,E,7692,35956,1659,20885,2373,19,6
2175,45,E,7736,27531,1194,30299,1411,20,7
2176,45,B,5984,20935,1303,26396,1372,17,5
2177,35,B,6892,20094,1117,26475,1805,17,6
2178,41,A,3319,16758,1120,29626,1487,13,2
2179,30,C,3452,4080,754,15934,1336,15,3
2180,46,C,3942,2836,834,38840,1493,19,3
2181,38,B,6679,25238,1125,16310,1396,15,6
2182,36,E,8244,66240,1783,27600,1658,17,7
2183,48,A,5586,19055,1249,30009,1886,14,4
2184,36,D,2524,4259,422,15836,1972,11,1
2185,32,B,9201,16283,1154,23258,1349,18,8
2186,40,B,7205,24726,1432,30396,1533,17,6
2187,26,A,4519,12041,1110,31038,1387,18,
2188,54,E,7827,62531,1556,40932,2373,19,6
2189,37,E,7832,38498,2226,36080,1859,18,6
2190,29,B,7109,19544,1212,23436,1976,14,6
2191,41,D,2247,7542,479,28208,1620,13,1
2192,50,C,3054,2832,787,35977,2304,13,1
2193,39,D,3454,6055,543,20207,1607,16,2
2194,49,C,3160,3621,961,31180,1407,15,2
2195,24,D,3052,5757,514,39571,1882,14,2
2196,38,D,3770,7117,498,37412,1742,12,3
2197,44,E,8951,64781,1677,36177,1744,20,8
2198,40,E,9038,71829,1871,28962,1633,18,8
2199,42,A,4858,23258,1105,30698,1973,18,3
2200,43,B,5498,11054,1161,30343,1377,17,5
2201,46,A,5150,19565,918,32511,1260,15,4
2202,44,E,7384,55931,2143,36545,1752,18,6
2203,35,D,3239,5593,476,34205,1466,12,2
2204,29,C,3672,8830,677,41567,1387,14,3
2205,47,D,4066,10197,533,40376,1539,11,3
2206,27,D,2505,5659,410,36689,1867,13,1
2207,49,D,2136,2802,509,28597,2148,16,0
2208,19,A,5665,28344,671,31302,1958,16,4
2209,41,D,2191,6271,543,29996,1961,11,1
2210,36,B,5330,8025,1257,16962,1568,17,4
2211,31,B,8357,12365,1274,27496,1434,18,7
2212,40,D,2428,5973,517,41241,2080,11,1
2213,51,B,5986,23405,1431,31925,1471,19,5
2214,30,E,7677,21892,1404,21760,1787,18,6
2215,42,B,7222,4031,1049,33603,2077,19,6
2216,46,D,2588,5043,569,41934,1470,11,2
2217,45,B,8167,28156,1148,27718,1979,17,7
2218,43,D,3345,5886,485,31348,2029,12,2
2219,49,C,3206,11321,894,31373,2204,11,2
2220,32,D,3283,7609,400,33927,1751,10,2
2221,33,D,2464,5270,472,39112,1296,16,2
2222,39,D,2432,5060,445,24381,1877,14,1
2223,28,C,3190,11026,742,36881,1086,16,3
2224,42,E,7184,1597,1423,16094,2147,18,6
2225,40,B,6827,24963,1252,18849,1324,19,6
2226,34,C,3531,4882,903,31209,1644,11,2
2227,21,D,2702,5231,496,29881,1414,13,2
2228,42,B,6354,8185,1186,41777,1838,19,
2229,49,B,5672,22337,1061,16402,1500,18,5
2230,61,B,6928,4845,1144,31476,1557,21,6
2231,36,D,2120,5587,547,22042,1534,10,1
2232,44,E,7683,60930,1424,27916,1933,19,6
2233,36,C,2675,6773,665,26573,1475,15,2
2234,52,A,4704,28244,1037,23061,1742,16,3
2235,33,D,2803,8158,471,31026,1339,11,2
2236,29,D,2905,4462,429,17688,1158,13,2
2237,29,D,2097,5325,493,26315,1549,14,1
2238,38,B,6796,21229,1215,36262,1362,18,6
2239,34,C,2942,11132,746,25126,2235,17,1
2240,49,C,3101,7442,776,26727,2101,14,1
2241,14,C,3216,13172,785,21634,2011,16,2
2242,56,B,6154,16293,991,26085,2162,15,4
2243,43,C,3335,5704,802,18880,1494,18,2
2244,32,E,6373,16173,1570,15760,1903,19,5
2245,44,C,2972,5335,705,24399,1704,13,2
2246,27,E,7636,41864,2105,32793,1689,22,6
2247,47,A,5480,24108,912,29510,1719,17,4
2248,27,B,6494,25960,1206,22884,1658,16,5
2249,32,A,4230,26025,945,32794,1846,19,3
2250,44,E,7026,37612,1347,33825,1841,19,6
2251,48,C,3331,7341,866,29359,1560,16,2
2252,70,A,5449,22781,1037,31284,1854,15,4
2253,33,D,3686,8989,474,17819,2382,12,2
2254,29,B,6125,9550,1270,21964,1579,18,5
2255,41,D,2385,3463,411,40845,2275,14,1
2256,31,A,5169,16525,983,38814,1828,18,4
2257,31,E,7227,71459,1437,21115,1703,15,6
2258,25,C,3317,14011,879,37022,1384,16,2
2259,48,E,7927,23421,1873,28522,1515,21,7
2260,48,B,6842,26185,1091,41218,1555,20,6
2261,45,D,2996,4924,534,34212,1133,12,2
2262,46,C,4309,16414,685,29809,1450,16,3
2263,42,E,8830,50646,1895,39057,1712,18,8
2264,45,D,3249,5114,618,29436,1737,12,
2265,38,C,3117,6051,928,17012,1674,15,2
2266,37,C,2967,735,841,38219,1207,17,2
2267,47,B,7444,12346,1280,38266,1487,17,6
2268,38,B,6570,25794,1110,37018,1589,14,5
2269,41,B,6062,28551,962,15663,1888,15,5
2270,54,E,8397,23466,1771,29455,2152,17,7
2271,20,B,5856,17951,1262,38177,2024,15,4
2272,23,A,4510,17418,1079,19306,1647,16,3
2273,44,E,8771,25256,1257,29573,1701,19,8
2274,48,C,3991,11983,831,29697,953,17,4
2275,42,E,8258,35397,1471,26913,1951,18,7
2276,43,A,5677,19729,1088,40018,1840,16,4
2277,38,D,1920,4461,519,34619,1555,15,1
2278,20,C,3562,9627,839,35765,1928,14,2
2279,52,C,3565,7686,710,36029,1716,14,2
2280,53,A,5289,28380,1068,37439,1778,18,4
2281,33,D,3280,7612,491,37567,2013,15,2
2282,36,E,8749,40437,1499,24333,1642,17,8
2283,34,A,5300,23028,1004,36136,2152,17,4
2284,47,D,2338,3419,544,35306,2142,12,1
2285,37,C,3751,8000,964,24676,1714,13,3
2286,45,E,7861,42730,1430,39586,1798,17,7
2287,50,A,4621,22602,839,41694,1807,19,3
2288,43,C,3221,2462,982,37123,1590,14,2
2289,38,D,2982,6435,519,18394,1656,11,2
2290,35,B,7133,25379,1110,25329,2173,15,5
2291,35,B,7726,17919,1086,19283,1194,19,7
2292,38,A,5098,23830,989,28620,1998,18,4
2293,40,D,3915,6709,449,26102,1314,12,3
2294,30,E,8782,48183,1417,35088,1629,17,8
2295,60,C,3878,14126,686,35163,1877,12,3
2296,40,E,9069,16783,1714,16075,1256,20,8
2297,48,E,9810,73636,1744,39779,1484,22,9
2298,38,D,2712,5919,467,24853,1848,12,1
2299,53,B,7733,20350,1180,22343,1874,17,6
2300,35,B,6206,11370,1166,26074,1141,19,6
2301,45,B,5225,10472,1204,27962,2314,18,3
2302,39,D,2321,4063,454,34004,1893,11,1
2303,50,E,8454,100861,1707,18279,1820,16,
2304,38,C,3565,7908,773,33051,2002,14,2
2305,54,C,3667,3880,494,19071,825,12,3
2306,51,B,6074,22216,1374,27457,1760,13,5
2307,38,A,4317,25956,930,36760,2025,12,3
2308,46,E,8756,75176,1623,36387,1523,17,8
2309,51,A,5375,32571,894,39326,2105,16,4
2310,42,D,2324,5510,477,22119,1702,12,1
2311,28,C,3495,4168,815,24453,1798,15,2
2312,31,A,6105,39784,1269,32499,1898,15,
2313,40,E,6645,26090,1082,31147,1544,19,6
2314,36,A,4229,18288,933,32140,1922,21,3
2315,30,A,4321,35296,604,17070,1886,15,3
2316,35,D,2819,3570,539,23204,1909,13,1
2317,33,D,2822,5223,405,41444,1694,11,2
2318,46,A,5060,13883,1462,21144,1291,17,4
2319,44,B,6663,9953,1177,30157,1681,16,5
2320,51,B,7142,21628,1070,19311,1477,16,6
2321,48,C,3812,8493,825,34234,1944,17,2
2322,42,E,8638,43801,1985,21404,1725,18,7
2323,56,A,4941,22306,937,24939,1799,20,4
2324,47,E,6722,20021,1308,16108,1589,16,6
2325,33,D,1729,6098,564,23861,2164,17,0
2326,43,E,8091,33162,1501,20501,1742,16,7
2327,41,B,5531,10948,1159,33403,1961,19,4
2328,63,A,4100,25450,919,41109,1660,15,3
2329,51,D,1330,1948,513,27136,1559,11,0
2330,42,D,2395,5299,462,35379,1350,10,2
2331,30,A,5085,15640,945,36846,1246,14,4
2332,46,E,7981,58348,2074,39539,2302,15,6
2333,35,E,7239,3459,1734,24724,1576,18,6
2334,36,C,2837,1770,778,21362,2065,14,1
2335,30,D,1260,3065,559,34284,1817,12,0
2336,33,A,4683,30297,1296,40733,1919,14,3
2337,45,A,5334,20041,899,35777,2022,22,4
2338,24,C,3451,10151,755,24623,1990,14,2
2339,45,B,7626,27869,1077,29560,1755,21,6
2340,45,C,3419,6840,834,29799,2007,11,2
2341,37,B,8944,29064,1090,19530,1500,17,8
2342,41,E,7453,45753,1715,24778,1157,20,7
2343,41,D,2078,3899,556,21764,1568,11,1
2344,36,A,5201,18483,749,23716,1796,16,4
2345,28,A,5654,29897,730,39967,1762,17,4
2346,50,B,6689,12666,1221,36484,1560,14,6
2347,29,E,9405,21347,2031,18830,1721,15,8
2348,29,B,6887,29449,1283,29064,1401,21,6
2349,42,D,2320,4365,529,31839,2139,13,1
2350,39,C,3460,7935,897,26933,1649,15,2
2351,30,D,2545,6303,580,15993,1663,15,1
2352,50,D,2785,5325,492,37332,1530,13,2
2353,28,C,3304,7109,856,25495,2029,17,2
2354,29,D,3841,8787,526,36270,1940,10,2
2355,54,D,2295,3492,456,37110,2405,12,0
2356,29,C,2965,1511,833,34653,1632,15,2
2357,30,E,7786,38987,1619,32362,1523,17,7
2358,40,D,2367,3451,535,27077,1967,16,1
2359,46,E,7990,53168,2056,20585,1226,20,7
2360,40,E,7292,49367,2182,17137,1717,21,6
2361,58,D,2843,6231,444,16758,2189,15,1
2362,51,B,7126,22031,1238,30791,1459,14,6
2363,33,A,5005,32913,1243,17135,2063,19,3
2364,40,A,3786,15846,677,30563,1873,15,2
2365,45,A,4306,18311,884,37788,2148,13,3
2366,46,B,5219,18949,1297,41468,1870,16,4
2367,38,C,3714,457,759,21273,1876,17,2
2368,30,E,8721,60488,2158,24072,1409,22,8
2369,52,A,5613,32285,694,40289,2079,18,4
2370,44,E,8360,94494,1020,22383,1670,19,7
2371,34,B,5138,15128,1215,16952,1743,19,4
2372,45,E,8174,59718,1891,27257,2093,18,7
2373,37,D,3442,6974,464,21585,1448,11,2
2374,48,D,2014,4352,508,26303,1945,13,1
2375,51,C,2921,12905,792,29555,1865,16,2
2376,20,B,5302,18878,1138,32108,1773,20,4
2377,52,B,7412,16365,1138,29527,2004,15,6
2378,44,B,6587,23663,1138,37582,1897,14,5
2379,16,A,4741,31303,1125,27012,1756,17,3
2380,40,B,7007,22421,1153,22925,1273,14,6
2381,28,B,7804,16843,1145,32359,1859,14,6
2382,39,A,4889,21407,930,23438,1336,18,4
2383,36,D,2242,2778,542,30044,1650,12,1
2384,31,A,5065,27505,1179,39458,2238,18,3
2385,50,C,3711,7026,698,24420,1316,18,3
2386,36,A,5415,23236,1238,25031,1954,20,4
2387,44,E,8191,46845,1592,29742,1473,15,7
2388,46,D,3629,8082,451,31010,1199,10,3
2389,49,C,3251,473,871,32093,1713,11,2
2390,41,A,4393,26742,1396,22822,1896,15,3
2391,45,B,5997,14680,955,26156,1831,19,5
2392,53,A,4383,24865,1163,15950,1634,17,3
2393,35,B,7634,15712,1182,39097,1857,12,6
2394,43,B,5892,25121,1263,20644,1128,18,5
2395,26,B,5943,23999,1149,30843,1983,19,4
2396,64,C,3904,11048,969,29454,1329,13,3
2397,40,E,7261,29756,1364,29110,1486,16,6
2398,51,D,1763,3080,541,39992,1525,14,1
2399,63,C,3195,15437,743,39110,1579,17,2
2400,24,A,4894,29542,905,38331,1642,17,4
2401,46,B,8084,32051,1155,21495,1896,18,7
2402,34,A,5290,43150,1034,24510,1351,17,4
2403,51,B,8501,36978,1244,33798,1875,19,7
2404,52,C,3562,6720,672,19173,1571,14,2
2405,49,E,7213,11724,1359,30468,1481,21,6
2406,53,A,4174,20206,957,19840,1773,12,3
2407,38,A,5169,30263,940,26375,1255,16,4
2408,44,B,6636,32833,1185,27528,1264,15,6
2409,45,D,1596,3007,498,41825,1598,8,0
2410,49,E,8280,47317,1605,22937,1921,18,7
2411,25,A,5108,13368,991,17806,1229,18,4
2412,43,D,3880,12870,544,31231,2024,11,2
2413,38,C,3296,5342,836,33416,1891,12,2
2414,40,D,3249,5362,469,34500,2294,14,1
2415,36,D,3700,8105,499,33224,1778,11,2
2416,43,C,3600,9467,731,21567,1567,16,3
2417,31,C,3336,11540,539,16440,1614,16,2
2418,45,B,7831,17924,1161,36182,1364,14,7
2419,32,D,1632,4247,400,16562,2268,13,0
2420,45,B,7290,10719,1136,30743,1137,21,7
2421,37,B,5924,9759,1072,35185,1061,20,5
2422,29,B,7197,12919,1153,18581,1640,17,6
2423,28,B,7419,25658,1211,37868,1802,17,6
2424,29,B,9492,35685,1091,17691,1342,15,9
2425,45,A,4181,24032,734,30239,1437,15,3
2426,40,D,1758,2825,464,27764,1853,13,0
2427,54,B,5925,14909,1223,27546,1541,19,5
2428,29,C,3397,2887,837,30337,1915,15,2
2429,36,B,5593,18488,1049,37840,1197,21,5
2430,36,A,4254,14843,1113,20036,2027,16,3
2431,38,A,4730,25889,840,21185,1166,20,4
2432,41,D,2192,2976,466,35880,2214,14,0
2433,33,B,8013,23539,1195,34700,1403,17,7
2434,51,E,7523,28916,1524,22933,1537,16,6
2435,49,D,1774,3387,540,29195,1826,15,0
2436,45,C,4002,10613,997,36164,2142,15,2
2437,54,C,3150,8988,774,38537,1724,14,2
2438,41,E,8361,42305,1749,25786,1813,18,7
2439,22,E,6389,15382,2397,34069,1777,16,5
2440,47,C,2999,1454,774,29539,1457,16,2
2441,41,B,5673,27070,1160,26581,1634,20,5
2442,24,A,5936,49536,937,32587,2710,14,4
2443,57,B,7262,15976,923,34805,1581,16,6
2444,34,A,4935,9577,990,28234,1776,16,4
2445,60,A,4636,15225,802,34234,2289,17,3
2446,58,A,5577,38640,997,25898,1336,18,5
2447,10,D,2740,5578,443,38063,1129,13,2
2448,48,A,3926,28609,1012,28678,1791,17,3
2449,25,D,3102,9237,505,38798,2019,15,2
2450,27,A,5373,34111,734,25715,1628,11,4
2451,43,A,5213,29781,911,32435,1691,15,4
2452,37,E,7002,31103,1673,40480,1698,18,6
2453,33,A,6007,32901,1053,37070,1273,20,5
2454,30,C,3625,11154,827,24397,867,13,3
2455,29,E,7614,62384,1970,22348,1294,16,7
2456,50,A,5729,37852,1064,39801,2318,19,4
2457,42,A,4710,25454,510,37612,2062,18,3
2458,47,D,1528,2714,419,32766,1537,16,0
2459,28,A,5715,32732,1121,18141,1644,17,5
2460,10,A,5400,26787,801,29468,2047,17,4
2461,34,C,3571,3536,713,39077,2200,14,2
2462,67,D,2749,6798,555,34418,1646,14,2
2463,62,B,7138,17550,1141,39402,2232,18,5
2464,29,D,1603,2441,471,27761,2013,14,0
2465,24,A,4864,22104,670,24002,1953,17,3
2466,48,C,3612,7426,853,17395,1648,13,2
2467,37,C,3737,4847,959,35649,2175,12,2
2468,25,D,3561,5382,462,29984,864,14,3
2469,42,E,7854,35180,2097,29750,2279,18,6
2470,34,D,2319,5967,475,22852,1458,11,1
2471,45,E,7505,68628,2198,34857,1725,21,6
2472,31,E,8280,36102,1734,17131,1844,14,7
2473,51,E,6854,1916,2224,25301,2183,20,5
2474,39,B,6591,20721,1129,19145,1576,18,6
2475,47,B,7623,7299,1339,30326,1786,14,6
2476,45,C,3854,8619,976,21159,1740,14,3
2477,18,E,6912,14628,1674,27327,1533,19,6
2478,38,A,4975,27868,1282,31441,1426,16,4
2479,38,B,8577,26035,1128,33718,1097,16,8
2480,42,B,6812,24432,1040,28049,1884,17,5
2481,34,D,2093,2787,471,36115,1381,14,1
2482,36,D,3148,9464,571,26703,1737,12,2
2483,42,D,1569,3678,498,41310,2261,9,0
2484,50,D,2058,4925,455,38629,1562,14,1
2485,44,B,6548,17760,1140,35776,1721,18,5
2486,26,E,7887,41063,1834,35482,1664,18,7
2487,49,E,7265,31053,1717,17725,1734,18,6
2488,37,C,4065,10251,857,35952,1869,13,3
2489,23,A,4693,20585,772,20093,1733,18,3
2490,29,E,9990,53540,1777,15835,1816,20,9
2491,26,D,3057,6422,416,35633,2126,14,1
2492,49,D,3419,6136,473,27068,1657,13,2
2493,47,D,3404,10342,507,21628,1538,9,2
2494,40,E,8174,57324,2050,17661,1767,16,7
2495,61,B,7145,19945,1181,22311,2095,16,6
2496,40,E,8724,42134,1873,31152,1862,18,7
2497,48,A,4625,29321,1138,20598,1511,18,4
2498,42,A,5010,35985,1125,34107,1850,14,4
2499,28,E,7894,101716,1277,20262,1715,21,7
2500,31,C,3786,10359,919,19414,2135,11,2
2501,28,B,5609,26791,1129,35405,1702,16,4
2502,32,E,8566,35158,1818,32852,1617,19,7
2503,49,E,8980,48083,1916,19173,1769,18,8
2504,31,B,7284,23249,1141,41671,1751,20,6
2505,49,B,6621,22176,1422,31420,1920,17,5
2506,40,E,8012,36848,1460,18432,2004,18,7
2507,40,D,2561,2723,533,17953,1608,14,1
2508,29,B,6776,18493,1151,28276,1654,16,6
2509,20,C,4244,14238,888,28258,1713,14,3
2510,46,B,7039,28806,1248,40976,2055,15,5
2511,27,A,4249,26174,1188,29415,1290,18,3
2512,44,A,5528,30194,1005,18944,2367,19,4
2513,32,E,8084,80645,1865,37778,1593,18,7
2514,31,A,5495,23909,988,28950,1086,15,5
2515,16,E,7395,47581,1621,26896,1886,15,6
2516,33,A,4830,21865,1337,30052,2206,17,3
2517,18,A,5935,27957,1208,24238,1665,19,5
2518,48,C,3615,4847,746,34400,1543,14,3
2519,29,E,4686,35596,1602,19812,1767,22,3
2520,41,D,2275,4117,471,38141,1788,11,1
2521,28,B,6457,14051,1241,38052,1830,18,5
2522,29,B,5955,9654,1190,39183,2161,21,4
2523,28,C,3346,2895,859,36282,1650,13,2
2524,54,D,2388,5040,501,37128,1732,14,1
2525,45,A,5651,33948,1072,35335,1615,18,5
2526,54,A,4955,24385,1187,29645,1468,17,4
2527,38,A,5411,16850,933,17440,1720,19,4
2528,32,A,4802,17177,1013,37974,983,16,4
2529,43,B,7319,22671,1185,23649,1300,15,7
2530,41,C,3727,10902,841,19998,1533,13,3
2531,27,D,2930,2525,495,31123,1212,16,2
2532,40,C,3459,11837,870,26225,2253,14,2
2533,40,B,8592,15235,1092,27165,1286,19,8
2534,6,D,4615,7733,540,40119,2273,11,3
2535,43,A,5799,36960,860,18918,1555,16,5
2536,48,A,5783,40839,1160,37243,1885,19,4
2537,36,E,7661,42837,1728,33211,1578,16,7
2538,30,C,3982,1012,826,35238,1826,14,3
2539,41,C,3574,6004,851,25099,922,11,3
2540,52,B,6480,25352,1333,23442,1257,18,6
2541,28,D,3072,5609,543,24186,1695,11,2
2542,44,B,7989,22190,1067,37987,1628,18,7
2543,28,B,7021,12074,1264,20815,1846,17,6
2544,36,A,4594,26781,820,36336,1865,14,3
2545,32,A,4444,25584,921,19208,2427,18,3
2546,27,E,7606,61673,1807,32700,1743,17,6
2547,35,E,8458,38164,2090,24609,1713,18,7
2548,26,C,4003,7296,714,21824,1649,15,3
2549,55,B,5468,11774,1256,22635,1683,13,4
2550,43,D,1838,4507,457,33363,1956,14,0
2551,58,B,5060,23667,1046,18282,2051,20,4
2552,33,D,2928,7696,582,18090,1364,10,2
2553,45,D,2550,4064,482,15905,1536,14,2
2554,46,D,2320,3087,493,41986,1597,13,1
2555,55,C,4166,5458,688,30901,1563,16,3
2556,31,D,3147,8073,585,42083,2172,11,1
2557,41,A,4671,27080,1005,31221,2087,16,3
2558,40,D,2062,3662,506,23250,1485,13,1
2559,45,B,5888,13641,1222,20686,1921,19,4
2560,51,A,4699,19382,739,37542,1622,18,4
2561,30,C,3641,1928,802,37063,1595,12,3
2562,41,E,7219,83830,1303,31387,2024,16,6
2563,21,C,3476,12649,831,27549,1703,16,2
2564,23,E,8617,97715,1562,18281,1540,20,8
2565,26,B,7496,14620,1262,33956,1892,15,6
2566,42,A,5369,42563,1310,30271,1995,19,4
2567,43,C,4136,6233,1003,16765,1418,13,3
2568,47,E,8826,74059,1780,23450,1626,17,8
2569,51,B,8489,18494,1086,33834,2119,17,7
2570,25,E,7855,52576,1725,25992,2007,18,6
2571,36,E,8536,61545,2168,33507,1724,18,7
2572,25,E,7333,64991,1598,29487,1686,18,6
2573,41,B,5940,15673,1203,32591,1226,18,5
2574,28,E,8105,67930,1314,19995,1946,19,7
2575,47,A,5069,15187,630,33745,1326,15,4
2576,30,E,8237,54040,1439,24499,1452,21,7
2577,61,B,7037,9669,1103,37294,1915,17,6
2578,48,B,7632,12588,1238,24625,1451,15,7
2579,43,B,6216,20351,1131,35712,1830,15,5
2580,25,D,2927,6451,540,16103,1686,15,2
2581,43,C,4104,20919,802,33257,1408,10,3
2582,44,D,4855,8669,473,40561,2208,14,3
2583,44,A,5739,20828,911,39770,2068,16,4
2584,42,A,5289,20098,942,30210,1517,14,4
2585,41,C,3541,14484,535,18703,1911,14,2
2586,26,A,5353,14421,909,30295,1533,17,4
2587,35,D,2783,2270,391,23129,2029,14,1
2588,34,D,2932,6239,490,35151,1629,14,2
2589,38,B,7719,31200,1157,39025,1181,17,7
2590,53,B,7275,28528,1206,20412,1580,18,6
2591,46,C,2842,7735,741,25277,1876,11,1
2592,34,D,2472,4078,539,30316,2828,10,0
2593,47,C,3359,6775,803,31260,1825,16,2
2594,37,E,8171,63373,2020,29066,1370,19,7
2595,53,A,5566,26533,957,39940,1613,15,4
2596,45,B,6531,19272,1189,40195,2085,19,5
2597,37,B,7791,29423,1240,33747,1336,23,7
2598,47,E,8496,52025,1953,36225,1929,20,7
2599,46,E,8479,58848,1113,17571,1838,18,7
2600,36,D,1648,3809,574,31034,1582,12,1
2601,38,A,5155,30330,1379,19996,2186,18,3
2602,33,D,2395,4128,526,28206,1405,14,1
2603,48,B,7906,13299,1312,22295,1840,16,7
2604,45,C,3418,4581,710,33860,2017,14,2
2605,50,D,2484,4891,405,37938,973,15,2
2606,37,E,6586,28760,1848,22574,1336,20,6
2607,43,B,6338,19972,1246,34170,1963,14,5
2608,25,A,5398,18670,772,32862,1430,17,4
2609,40,D,1665,3863,595,17084,1818,16,0
2610,46,A,5295,25150,1252,20465,2265,15,4
2611,40,C,3621,4748,954,24605,1673,13,2
2612,39,B,6835,17638,1163,28849,1703,20,6
2613,55,D,1820,2885,482,39285,1842,15,0
2614,21,E,7060,57588,1908,23900,2016,17,6
2615,42,D,1944,2876,476,17032,1646,16,1
2616,68,B,8758,39737,1087,18414,1806,18,7
2617,34,A,5202,20225,881,41188,1782,14,4
2618,44,E,8692,27894,1597,25498,1631,20,8
2619,46,D,2759,8773,492,37058,1962,11,1
2620,38,A,4361,13713,554,28394,1513,16,3
2621,29,E,7821,14805,1878,38725,1882,16,6
2622,47,C,3454,5583,728,16266,1190,16,3
2623,60,C,3954,13005,820,25230,1160,15,3
2624,33,B,6866,3575,1190,40001,1596,18,6
2625,49,B,6413,14327,1318,36482,1502,14,5
2626,39,D,3280,7792,483,19279,1525,13,2
2627,7,A,4688,23341,882,38746,1629,19,4
2628,37,B,6759,15441,1300,37302,2090,13,5
2629,27,C,3766,8966,729,18998,1559,17,3
2630,41,C,3727,345,898,31771,848,18,3
2631,52,A,4300,19016,903,25196,1581,16,3
2632,38,E,7628,73375,1856,39908,1354,18,7
2633,36,E,8076,76221,1471,17271,1754,16,7
2634,44,C,3512,14084,798,25242,1654,17,2
2635,36,C,3715,4656,732,29192,1886,14,2
2636,33,A,4524,16785,1060,20604,1987,18,3
2637,37,C,3731,11261,780,17555,1744,15,2
2638,22,A,4628,19642,893,28916,1386,14,4
2639,34,A,5580,15624,932,34743,1711,18,4
2640,38,C,3471,9025,549,32174,1277,13,3
2641,52,C,3762,6415,1000,16617,1797,13,2
2642,34,D,2630,5943,387,32542,1479,15,2
2643,47,A,5330,32929,1048,41879,1899,16,4
2644,43,D,2490,5054,424,33672,1434,7,2
2645,30,D,2941,4727,392,34683,1848,10,2
2646,41,E,7006,52301,1914,18789,1440,19,6
2647,45,A,5548,25820,638,34358,2128,12,4
2648,18,C,3439,3149,827,40711,1644,13,2
2649,37,A,5385,37135,1078,27986,2385,15,3
2650,53,E,7158,27301,1873,22802,1912,16,6
2651,33,C,4202,14994,686,20779,1492,18,3
2652,48,E,8895,45742,1883,16944,1717,20,8
2653,34,E,7747,51699,1543,42071,1566,15,7
2654,30,A,4932,23688,970,35188,1046,19,4
2655,43,C,3963,5446,665,39879,1836,16,3
2656,15,C,3220,3294,983,23188,1580,12,2
2657,53,E,8142,39405,1634,37671,2190,20,6
2658,50,E,9407,42984,1681,22345,1926,17,8
2659,40,E,8253,78565,1737,34188,1602,20,7
2660,31,A,4901,40171,945,36504,1067,19,4
2661,63,C,3391,6466,667,24325,1872,14,2
2662,24,A,5501,26008,1099,24314,1664,18,4
2663,34,D,2758,4193,552,40352,1557,12,2
2664,43,A,4118,25766,982,18212,1513,19,3
2665,30,E,6978,53747,1977,18014,1781,20,6
2666,53,D,483,1278,423,34006,2249,11,0
2667,41,D,2806,6015,491,40598,1963,12,1
2668,37,E,8314,42967,2015,23635,2188,17,7
2669,53,D,1451,3168,487,15888,1737,13,0
2670,31,B,9442,6303,1218,31766,1896,17,8
2671,33,C,3799,12511,853,32696,1484,15,3
2672,38,C,2897,5217,792,31434,2391,15,1
2673,26,A,4830,34336,552,39424,1317,17,4
2674,45,E,6692,43262,1279,29604,1856,18,5
2675,39,E,7945,53207,1982,24895,1612,19,7
2676,51,C,2960,5626,617,32590,1432,17,2
2677,44,D,1099,2719,635,26093,1521,10,0
2678,24,C,4216,1524,847,38037,1727,16,3
2679,28,E,8365,66091,2271,23163,1548,22,7
2680,50,C,3301,1783,859,19918,2522,14,1
2681,32,E,6960,57521,1957,39273,1724,20,6
2682,36,C,3602,5241,878,19636,1690,12,2
2683,30,D,2585,3908,600,35346,1894,14,1
2684,31,A,4711,17751,1030,37674,1662,16,4
2685,49,D,2800,7760,401,29467,2144,13,1
2686,43,C,3641,2795,785,21830,1839,17,2
2687,35,E,8537,19386,2161,22042,1336,20,8
2688,43,A,5346,39911,711,39646,1738,18,4
2689,41,B,8625,21143,1009,31987,1722,17,7
2690,39,E,8748,62514,1855,25189,1050,18,8
2691,42,C,2883,156,865,32062,1828,14,2
